id_consulta,tipo_tarefa,pergunta,resposta,arquitetura,tempo_resposta_seg,ferramenta_esperada,ferramenta_usada,erro,timestamp_inicio,timestamp_fim,referencia_tipo,referencia_url_esperada,referencia_codigo_linha,referencia_letreiro,referencia_sentido_descricao,referencia_erro,referencia_observacao,referencia_timestamp_inicio,referencia_timestamp_fim,referencia_linha_resolvida,referencia_horarios_esperados,referencia_rota_tempo_total_min,referencia_rota_distancia_total_km,referencia_rota_qtd_baldeacoes,referencia_rota_linhas_utilizadas,referencia_rota_pontos_embarque,referencia_rota_pontos_desembarque,referencia_faq_pergunta,referencia_faq_resposta,referencia_faq_texto,referencia_faq_categoria,referencia_faq_similaridade_pergunta,referencia_faq_score,pef,acuracia,completude,delta_temporal_status_seg,delta_temporal_horarios_seg,delta_temporal_rotas_seg,delta_temporal_faq_seg,atualidade,qoi
S032,status,Mostre o status da linha 6505-10 sentido 2.,Você pode acompanhar o status dos ônibus da linha 6505-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 6505-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1450&s=6505-10&sc=TERM.%20GUARAPIRANGA).,multiagente,6.6559,status_onibus_tool,status_onibus_tool,,2026-06-28T18:20:52.304503,2026-06-28T18:20:58.960005,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1450&s=6505-10&sc=TERM.%20GUARAPIRANGA,1450,6505-10,TERM. GUARAPIRANGA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:20:52.304503,2026-06-28T18:20:52.304503,,,,,,,,,,,,,,,1,1.0,1.0,6.6555,,,,1.0,1.000000
S033,status,Abra o mapa dos ônibus da linha 695T-10 sentido 1.,Você pode acompanhar a localização dos ônibus da linha 695T-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 695T-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1322&s=695T-10&sc=METR%C3%94%20VL.%20MARIANA).,multiagente,7.3656,status_onibus_tool,status_onibus_tool,,2026-06-28T18:20:59.201669,2026-06-28T18:21:06.566961,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1322&s=695T-10&sc=METR%C3%94%20VL.%20MARIANA,1322,695T-10,METRÔ VL. MARIANA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:20:58.960005,2026-06-28T18:20:59.201669,,,,,,,,,,,,,,,1,1.0,1.0,7.3653,,,,1.0,1.000000
S034,status,Abra o mapa dos ônibus da linha 695T-10 sentido 2.,Você pode acompanhar a localização dos ônibus da linha 695T-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 695T-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1322&s=695T-10&sc=TERM.%20CAPELINHA).,multiagente,7.2271,status_onibus_tool,status_onibus_tool,,2026-06-28T18:21:06.567958,2026-06-28T18:21:13.795319,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1322&s=695T-10&sc=TERM.%20CAPELINHA,1322,695T-10,TERM. CAPELINHA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:21:06.567958,2026-06-28T18:21:06.567958,,,,,,,,,,,,,,,1,1.0,1.0,7.2274,,,,1.0,1.000000
S035,status,Onde estão os ônibus da linha 6960-10 sentido 1?,Você pode acompanhar a localização dos ônibus da linha 6960-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 6960-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1443&s=6960-10&sc=TERM.%20STO.%20AMARO).,multiagente,8.7515,status_onibus_tool,status_onibus_tool,,2026-06-28T18:21:14.045695,2026-06-28T18:21:22.784434,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1443&s=6960-10&sc=TERM.%20STO.%20AMARO,1443,6960-10,TERM. STO. AMARO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:21:13.795319,2026-06-28T18:21:14.045695,,,,,,,,,,,,,,,1,1.0,1.0,8.7387,,,,1.0,1.000000
S036,status,Onde estão os ônibus da linha 6960-10 sentido 2?,Você pode acompanhar a localização dos ônibus da linha 6960-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 6960-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1443&s=6960-10&sc=TERM.%20VARGINHA).,multiagente,7.4733,status_onibus_tool,status_onibus_tool,,2026-06-28T18:21:22.799019,2026-06-28T18:21:30.267288,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1443&s=6960-10&sc=TERM.%20VARGINHA,1443,6960-10,TERM. VARGINHA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:21:22.798583,2026-06-28T18:21:22.798583,,,,,,,,,,,,,,,1,1.0,1.0,7.4687,,,,1.0,1.000000
S037,status,Me mostre a linha 701U-10 sentido 1 no Olho Vivo.,Você pode acompanhar a localização dos ônibus da linha 701U-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 701U-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=657&s=701U-10&sc=CID.%20UNIVERSIT%C3%81RIA).,multiagente,7.5533,status_onibus_tool,status_onibus_tool,,2026-06-28T18:21:30.567721,2026-06-28T18:21:38.119793,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=657&s=701U-10&sc=CID.%20UNIVERSIT%C3%81RIA,657,701U-10,CID. UNIVERSITÁRIA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:21:30.267288,2026-06-28T18:21:30.567721,,,,,,,,,,,,,,,1,1.0,1.0,7.5521,,,,1.0,1.000000
S038,status,Me mostre a linha 701U-10 sentido 2 no Olho Vivo.,Você pode acompanhar a localização dos ônibus da linha 701U-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 701U-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=657&s=701U-10&sc=METR%C3%94%20SANTANA).,multiagente,7.8265,status_onibus_tool,status_onibus_tool,,2026-06-28T18:21:38.119793,2026-06-28T18:21:45.950087,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=657&s=701U-10&sc=METR%C3%94%20SANTANA,657,701U-10,METRÔ SANTANA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:21:38.119793,2026-06-28T18:21:38.119793,,,,,,,,,,,,,,,1,1.0,1.0,7.8303,,,,1.0,1.000000
S039,status,Quero ver o mapa da linha 702U-10 sentido 1.,Você pode acompanhar a localização dos ônibus da linha 702U-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 702U-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1330&s=702U-10&sc=TERM.%20PQ.%20D.%20PEDRO%20II).,multiagente,7.2686,status_onibus_tool,status_onibus_tool,,2026-06-28T18:21:46.203177,2026-06-28T18:21:53.468257,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1330&s=702U-10&sc=TERM.%20PQ.%20D.%20PEDRO%20II,1330,702U-10,TERM. PQ. D. PEDRO II,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:21:45.950087,2026-06-28T18:21:46.203177,,,,,,,,,,,,,,,1,1.0,1.0,7.2651,,,,1.0,1.000000
S040,status,Quero ver o mapa da linha 702U-10 sentido 2.,Você pode acompanhar a localização dos ônibus da linha 702U-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 702U-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1330&s=702U-10&sc=CID.%20UNIVERSIT%C3%81RIA).,multiagente,6.9651,status_onibus_tool,status_onibus_tool,,2026-06-28T18:21:53.468257,2026-06-28T18:22:00.438210,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1330&s=702U-10&sc=CID.%20UNIVERSIT%C3%81RIA,1330,702U-10,CID. UNIVERSITÁRIA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:21:53.468257,2026-06-28T18:21:53.468257,,,,,,,,,,,,,,,1,1.0,1.0,6.97,,,,1.0,1.000000
S041,status,Onde estão os ônibus da linha 702C-10 sentido 1?,Você pode acompanhar a localização dos ônibus da linha 702C-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 702C-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=485&s=702C-10&sc=METR%C3%94%20BEL%C3%89M).,multiagente,7.5988,status_onibus_tool,status_onibus_tool,,2026-06-28T18:22:00.660904,2026-06-28T18:22:08.261918,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=485&s=702C-10&sc=METR%C3%94%20BEL%C3%89M,485,702C-10,METRÔ BELÉM,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:22:00.438210,2026-06-28T18:22:00.660904,,,,,,,,,,,,,,,1,1.0,1.0,7.601,,,,1.0,1.000000
S042,status,Onde estão os ônibus da linha 702C-10 sentido 2?,Você pode acompanhar a localização dos ônibus da linha 702C-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 702C-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=485&s=702C-10&sc=JD.%20BONFIGLIOLI).,multiagente,7.5224,status_onibus_tool,status_onibus_tool,,2026-06-28T18:22:08.261918,2026-06-28T18:22:15.786041,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=485&s=702C-10&sc=JD.%20BONFIGLIOLI,485,702C-10,JD. BONFIGLIOLI,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:22:08.261918,2026-06-28T18:22:08.261918,,,,,,,,,,,,,,,1,1.0,1.0,7.5241,,,,1.0,1.000000
S043,status,Acompanhe a linha 7245-10 sentido 1 em tempo real.,Você pode acompanhar a localização dos ônibus da linha 7245-10 (sentido 1) em tempo real através do seguinte link: [Olho Vivo - Linha 7245-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=363&s=7245-10&sc=HOSP.%20DAS%20CL%C3%8DNICAS).,multiagente,7.7134,status_onibus_tool,status_onibus_tool,,2026-06-28T18:22:16.036315,2026-06-28T18:22:23.749332,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=363&s=7245-10&sc=HOSP.%20DAS%20CL%C3%8DNICAS,363,7245-10,HOSP. DAS CLÍNICAS,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:22:15.786041,2026-06-28T18:22:16.036315,,,,,,,,,,,,,,,1,1.0,1.0,7.713,,,,1.0,1.000000
S044,status,Acompanhe a linha 7245-10 sentido 2 em tempo real.,Você pode acompanhar a localização dos ônibus da linha 7245-10 (sentido 2) em tempo real através do seguinte link: [Olho Vivo - Linha 7245-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=363&s=7245-10&sc=TERM.%20STO.%20AMARO).,multiagente,11.4293,status_onibus_tool,status_onibus_tool,,2026-06-28T18:22:23.751725,2026-06-28T18:22:35.172768,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=363&s=7245-10&sc=TERM.%20STO.%20AMARO,363,7245-10,TERM. STO. AMARO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:22:23.751336,2026-06-28T18:22:23.751336,,,,,,,,,,,,,,,1,1.0,1.0,11.4214,,,,1.0,1.000000
S045,status,Mostre o link do Olho Vivo da linha 775A-10 sentido 1.,Você pode acompanhar a localização dos ônibus da linha 775A-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 775A-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=473&s=775A-10&sc=PINHEIROS).,multiagente,8.0787,status_onibus_tool,status_onibus_tool,,2026-06-28T18:22:35.396450,2026-06-28T18:22:43.466926,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=473&s=775A-10&sc=PINHEIROS,473,775A-10,PINHEIROS,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:22:35.172768,2026-06-28T18:22:35.396450,,,,,,,,,,,,,,,1,1.0,1.0,8.0705,,,,1.0,1.000000
S046,status,Mostre o link do Olho Vivo da linha 775A-10 sentido 2.,Você pode acompanhar a localização dos ônibus da linha 775A-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 775A-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=473&s=775A-10&sc=JD.%20ADALGIZA).,multiagente,7.8687,status_onibus_tool,status_onibus_tool,,2026-06-28T18:22:43.466926,2026-06-28T18:22:51.344814,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=473&s=775A-10&sc=JD.%20ADALGIZA,473,775A-10,JD. ADALGIZA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:22:43.466926,2026-06-28T18:22:43.466926,,,,,,,,,,,,,,,1,1.0,1.0,7.8779,,,,1.0,1.000000
S047,status,Onde estão os ônibus da linha 8001-10 sentido 1?,Você pode acompanhar a localização dos ônibus da linha 8001-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 8001-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1251&s=8001-10&sc=TERM.%20LAPA).,multiagente,7.8807,status_onibus_tool,status_onibus_tool,,2026-06-28T18:22:51.532582,2026-06-28T18:22:59.413790,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1251&s=8001-10&sc=TERM.%20LAPA,1251,8001-10,TERM. LAPA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:22:51.344814,2026-06-28T18:22:51.532582,,,,,,,,,,,,,,,1,1.0,1.0,7.8812,,,,1.0,1.000000
S048,status,Onde estão os ônibus da linha 8001-10 sentido 2?,Você pode acompanhar a localização dos ônibus da linha 8001-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 8001-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1251&s=8001-10&sc=VL.%20PIAU%C3%8D).,multiagente,7.7973,status_onibus_tool,status_onibus_tool,,2026-06-28T18:22:59.428928,2026-06-28T18:23:07.226417,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1251&s=8001-10&sc=VL.%20PIAU%C3%8D,1251,8001-10,VL. PIAUÍ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:22:59.428928,2026-06-28T18:22:59.428928,,,,,,,,,,,,,,,1,1.0,1.0,7.7975,,,,1.0,1.000000
S049,status,Quero acompanhar os ônibus da linha 857A-10 sentido 1.,Você pode acompanhar a localização dos ônibus da linha 857A-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 857A-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1925&s=857A-10&sc=METR%C3%94%20STA.%20CRUZ).,multiagente,10.2391,status_onibus_tool,status_onibus_tool,,2026-06-28T18:23:07.430442,2026-06-28T18:23:17.666356,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1925&s=857A-10&sc=METR%C3%94%20STA.%20CRUZ,1925,857A-10,METRÔ STA. CRUZ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:23:07.227417,2026-06-28T18:23:07.430442,,,,,,,,,,,,,,,1,1.0,1.0,10.2359,,,,1.0,1.000000
S050,status,Quero acompanhar os ônibus da linha 857A-10 sentido 2.,Você pode acompanhar a localização dos ônibus da linha 857A-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 857A-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1925&s=857A-10&sc=TERM.%20CAMPO%20LIMPO).,multiagente,7.1656,status_onibus_tool,status_onibus_tool,,2026-06-28T18:23:17.666356,2026-06-28T18:23:24.834080,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1925&s=857A-10&sc=TERM.%20CAMPO%20LIMPO,1925,857A-10,TERM. CAMPO LIMPO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:23:17.666356,2026-06-28T18:23:17.666356,,,,,,,,,,,,,,,1,1.0,1.0,7.1677,,,,1.0,1.000000
